res_id,age,ward_id,precinct_id,owner_occ,tenure_status,property_value,value_category,has_building_match,residency_duration,age_group
07MBN3146001,79,22,3,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
07MDD2348002,77,21,14,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
07MDE0355000,70,22,5,N,Renter,1242900.00,High Value ($1M+),True,5+ Years,70-79
07MDS3157000,68,22,12,N,Renter,1279800.00,High Value ($1M+),True,5+ Years,62-69
07MEN1454003,71,22,8,Y,Homeowner,1173900.00,High Value ($1M+),True,5+ Years,70-79
07MFN2848000,77,21,13,N,Renter,,Unknown,True,5+ Years,70-79
07MIE2425000,100,22,7,,Unknown,,Unknown,True,5+ Years,90+
07MIL2559000,66,21,12,,Unknown,,Unknown,True,5+ Years,62-69
07MJE2142000,83,22,4,Y,Homeowner,848300.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
07MJH3140000,85,22,5,Y,Homeowner,1128200.00,High Value ($1M+),True,5+ Years,80-89
07MJS0748001,77,22,9,,Unknown,,Unknown,True,5+ Years,70-79
07MKN1160000,65,22,10,Y,Homeowner,1408900.00,High Value ($1M+),True,5+ Years,62-69
07MLA1760001,65,22,10,Y,Homeowner,1265200.00,High Value ($1M+),True,5+ Years,62-69
07MLA1843003,82,21,12,,Unknown,,Unknown,True,5+ Years,80-89
07MLA1961000,64,22,11,Y,Homeowner,1147700.00,High Value ($1M+),True,5+ Years,62-69
07MMA2535000,90,22,5,Y,Homeowner,985800.00,Moderate Value ($500k-$1M),True,5+ Years,90+
07MML0632002,93,21,13,N,Renter,,Unknown,True,5+ Years,90+
07MMN1040001,85,22,9,N,Renter,1207200.00,High Value ($1M+),True,5+ Years,80-89
07MPA1359000,66,22,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07MPQ2159000,66,21,4,Y,Homeowner,1178800.00,High Value ($1M+),True,5+ Years,62-69
07MRA1156001,69,22,7,N,Renter,1234600.00,High Value ($1M+),True,5+ Years,62-69
07MRT0362004,63,22,9,Y,Homeowner,1126800.00,High Value ($1M+),True,5+ Years,62-69
07MSJ1955000,70,22,5,,Unknown,,Unknown,True,5+ Years,70-79
07MSN1561001,64,21,6,N,Renter,1589800.00,High Value ($1M+),True,5+ Years,62-69
07MVR3152000,73,21,13,N,Renter,,Unknown,True,5+ Years,70-79
07MWD2048000,77,22,6,Y,Homeowner,1368200.00,High Value ($1M+),True,5+ Years,70-79
07MWM1346001,79,21,1,N,Renter,4999900.00,High Value ($1M+),True,5+ Years,70-79
07MYA1230000,95,21,12,,Unknown,,Unknown,True,5+ Years,90+
07NAI1248001,77,21,7,,Unknown,,Unknown,True,5+ Years,70-79
07NER1547001,78,21,15,N,Renter,15726100.00,High Value ($1M+),True,5+ Years,70-79
07NHG1044001,81,21,10,N,Renter,7157407.00,High Value ($1M+),True,5+ Years,80-89
07NML0945001,80,21,12,N,Renter,,Unknown,True,5+ Years,80-89
07NRA1040000,85,21,9,N,Renter,26902496.00,High Value ($1M+),True,5+ Years,80-89
07NTA0357000,68,22,2,Y,Homeowner,1350800.00,High Value ($1M+),True,5+ Years,62-69
07NTS0751002,74,21,10,N,Renter,17985100.00,High Value ($1M+),True,5+ Years,70-79
07NTT2652000,73,22,6,Y,Homeowner,912300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07OJE2837000,88,22,6,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
07OJS0944003,81,22,12,Y,Homeowner,766500.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
07OLA2346000,79,21,10,N,Renter,,Unknown,True,5+ Years,70-79
07OSA1149000,76,21,7,,Unknown,,Unknown,True,5+ Years,70-79
07PBA2153000,72,22,8,Y,Homeowner,832300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07PBY1149000,76,21,14,Y,Homeowner,636300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07PDN2359000,66,21,15,,Unknown,,Unknown,True,5+ Years,62-69
07PEH2556000,69,21,1,N,Renter,17305400.00,High Value ($1M+),True,5+ Years,62-69
07PIA1937001,88,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07PIS1255000,70,22,9,Y,Homeowner,1176400.00,High Value ($1M+),True,5+ Years,70-79
07PJN1651001,74,21,8,N,Renter,2747746.00,High Value ($1M+),True,5+ Years,70-79
07PJN2558001,67,21,10,N,Renter,3172219.00,High Value ($1M+),True,5+ Years,62-69
07PJS2543000,82,22,10,Y,Homeowner,791100.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
07PKA2531000,94,21,13,N,Renter,,Unknown,True,5+ Years,90+
07PKY2155000,70,21,5,,Unknown,,Unknown,True,5+ Years,70-79
07PMA0439000,86,21,12,N,Renter,,Unknown,True,5+ Years,80-89
07PMA2526000,96,21,12,N,Renter,,Unknown,True,5+ Years,90+
07PMN1444000,81,22,9,N,Renter,5322500.00,High Value ($1M+),True,5+ Years,80-89
07PNA1359003,66,22,11,Y,Homeowner,1069300.00,High Value ($1M+),True,5+ Years,62-69
07PPA1619000,106,21,9,N,Renter,27373404.00,High Value ($1M+),True,5+ Years,90+
07PPL0356000,69,22,3,Y,Homeowner,1640900.00,High Value ($1M+),True,5+ Years,62-69
07PPN0558000,67,21,7,,Unknown,,Unknown,True,5+ Years,62-69
07PRA2061000,64,21,6,Y,Homeowner,1171200.00,High Value ($1M+),True,5+ Years,62-69
07PRE0148000,77,22,4,Y,Homeowner,784300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07PSA3048001,77,21,7,,Unknown,,Unknown,True,5+ Years,70-79
07PSS0347000,78,22,7,Y,Homeowner,942800.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07PSY2251000,74,21,13,,Unknown,,Unknown,True,5+ Years,70-79
07PTA0658001,67,21,12,N,Renter,,Unknown,True,5+ Years,62-69
07PYA0454000,71,21,7,,Unknown,,Unknown,True,5+ Years,70-79
07PYA2249001,76,22,3,Y,Homeowner,1185100.00,High Value ($1M+),True,5+ Years,70-79
07PZZ2928000,97,21,12,N,Renter,,Unknown,True,5+ Years,90+
07QAA2659000,66,21,11,N,Renter,1008200.00,High Value ($1M+),True,5+ Years,62-69
07QWR0662000,63,22,3,Y,Homeowner,992700.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
07RAA0152000,73,21,9,N,Renter,26902496.00,High Value ($1M+),True,5+ Years,70-79
07RAA2537001,88,21,5,N,Renter,5406216.00,High Value ($1M+),True,5+ Years,80-89
07RBA1039000,86,21,9,N,Renter,27373404.00,High Value ($1M+),True,5+ Years,80-89
07RBS1356001,69,21,13,N,Renter,,Unknown,True,5+ Years,62-69
07RBY0152000,73,22,6,N,Renter,637600.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07RCA0361000,64,22,8,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07RCL0659000,66,22,4,Y,Homeowner,865100.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
07RCN1650002,75,21,10,N,Renter,7157407.00,High Value ($1M+),True,5+ Years,70-79
07RDD2162000,63,21,3,,Unknown,,Unknown,True,5+ Years,62-69
07RDY2247000,78,21,13,,Unknown,,Unknown,True,5+ Years,70-79
07REA1975000,80,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07RFH0949000,76,22,7,Y,Homeowner,970300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07RGA0958000,67,22,8,Y,Homeowner,1148700.00,High Value ($1M+),True,5+ Years,62-69
07RIA1141000,84,21,9,N,Renter,27373404.00,High Value ($1M+),True,5+ Years,80-89
07RJE1449000,76,22,3,N,Renter,1016300.00,High Value ($1M+),True,5+ Years,70-79
07RJN2058000,67,22,7,N,Renter,2292100.00,High Value ($1M+),True,5+ Years,62-69
07RML2561002,64,22,13,N,Renter,985300.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
07RRD2336000,89,21,15,N,Renter,15726100.00,High Value ($1M+),True,5+ Years,80-89
07RRT1054000,71,22,4,,Unknown,,Unknown,True,5+ Years,70-79
07RSA1551000,74,22,9,Y,Homeowner,967700.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07RSY1947001,78,22,13,N,Renter,2211398.00,High Value ($1M+),True,5+ Years,70-79
07RTA2948001,77,21,12,N,Renter,,Unknown,True,5+ Years,70-79
07RVI1261000,64,21,13,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07RXO2160000,65,21,1,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07RYA0634000,91,21,5,N,Renter,5406216.00,High Value ($1M+),True,5+ Years,90+
07SAA1759000,66,22,1,Y,Homeowner,1161900.00,High Value ($1M+),True,5+ Years,62-69
07SAA1853001,72,21,12,,Unknown,,Unknown,True,5+ Years,70-79
07SBA0131000,94,21,10,N,Renter,7157407.00,High Value ($1M+),True,5+ Years,90+
07SBA2646001,79,21,9,N,Renter,27373404.00,High Value ($1M+),True,5+ Years,70-79
07SBL2345000,80,21,12,,Unknown,,Unknown,True,5+ Years,80-89
07SCE2753000,72,21,3,,Unknown,,Unknown,True,5+ Years,70-79
07SCN2657000,68,22,8,N,Renter,1366200.00,High Value ($1M+),True,5+ Years,62-69
07SCS2544000,81,21,6,Y,Homeowner,579900.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
07SDA2054002,71,21,13,,Unknown,,Unknown,True,5+ Years,70-79
07SDD2560000,65,21,11,Y,Homeowner,986500.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
07SED1435001,90,21,12,N,Renter,,Unknown,True,5+ Years,90+
07SEE1556001,69,21,7,,Unknown,,Unknown,True,5+ Years,62-69
07SER2132000,93,21,16,Y,Homeowner,,Unknown,True,5+ Years,90+
07SFS1761001,64,21,11,N,Renter,1077800.00,High Value ($1M+),True,5+ Years,62-69
07SGL1653000,72,21,12,,Unknown,,Unknown,True,5+ Years,70-79
07SJE0534000,91,22,6,Y,Homeowner,1039000.00,High Value ($1M+),True,5+ Years,90+
07SJE0762000,63,21,12,,Unknown,,Unknown,True,5+ Years,62-69
07SJH1929001,96,22,10,Y,Homeowner,982200.00,Moderate Value ($500k-$1M),True,5+ Years,90+
07SJI1961000,64,22,10,Y,Homeowner,1118900.00,High Value ($1M+),True,5+ Years,62-69
07SJS2359000,66,21,1,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07SJS2644001,81,21,1,N,Renter,7398000.00,High Value ($1M+),True,5+ Years,80-89
07SKN2649004,76,22,9,Y,Homeowner,642700.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07SKN3046003,79,21,1,Y,Homeowner,2712200.00,High Value ($1M+),True,5+ Years,70-79
07SLA0238002,87,21,12,N,Renter,,Unknown,True,5+ Years,80-89
07SLD1769000,76,21,13,Y,Homeowner,1214800.00,High Value ($1M+),True,5+ Years,70-79
07SLE1260000,65,22,3,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07SLO3157000,68,22,1,Y,Homeowner,1289400.00,High Value ($1M+),True,5+ Years,62-69
07SLV2538001,87,21,7,,Unknown,,Unknown,True,5+ Years,80-89
07SMA2456001,69,22,5,N,Renter,1532000.00,High Value ($1M+),True,5+ Years,62-69
07SMS1444001,81,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07SNY0446000,79,21,15,N,Renter,7095200.00,High Value ($1M+),True,5+ Years,70-79
07SPI2239000,86,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07SPL1238002,87,21,9,N,Renter,26902496.00,High Value ($1M+),True,5+ Years,80-89
07SPP1934000,91,22,12,Y,Homeowner,811800.00,Moderate Value ($500k-$1M),True,5+ Years,90+
07SRT0753003,72,21,13,Y,Homeowner,1336900.00,High Value ($1M+),True,5+ Years,70-79
07SRT0955000,70,21,13,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
07SSA2242000,83,22,4,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
07SSA2624000,101,21,13,N,Renter,,Unknown,True,5+ Years,90+
07SSG2451000,74,21,13,N,Renter,,Unknown,True,5+ Years,70-79
07SSO0433000,92,21,12,N,Renter,,Unknown,True,5+ Years,90+
07SSU1757000,68,21,13,N,Renter,4672000.00,High Value ($1M+),True,5+ Years,62-69
07STN2451001,74,21,13,N,Renter,,Unknown,True,5+ Years,70-79
07SWM1048000,77,21,1,N,Renter,7398000.00,High Value ($1M+),True,5+ Years,70-79
07SWM2258000,67,22,3,Y,Homeowner,1208500.00,High Value ($1M+),True,5+ Years,62-69
07SYA3142000,83,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07SYG2424001,101,22,9,Y,Homeowner,1343000.00,High Value ($1M+),True,5+ Years,90+
07TAE2650000,75,22,10,Y,Homeowner,1089900.00,High Value ($1M+),True,5+ Years,70-79
07TAT1451002,74,22,3,Y,Homeowner,1218900.00,High Value ($1M+),True,5+ Years,70-79
07TBT0532000,93,22,6,N,Renter,714600.00,Moderate Value ($500k-$1M),True,5+ Years,90+
07TFX2946000,79,21,10,N,Renter,8153471.00,High Value ($1M+),True,5+ Years,70-79
07THI2953000,72,21,13,N,Renter,,Unknown,True,5+ Years,70-79
07TIA0941000,84,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07TJN1245000,80,21,11,Y,Homeowner,896100.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
07TJS1635000,90,21,13,Y,Homeowner,1073400.00,High Value ($1M+),True,5+ Years,90+
07TKN1655002,70,21,9,N,Renter,90499900.00,High Value ($1M+),True,5+ Years,70-79
07TLA0252000,73,22,2,Y,Homeowner,1073100.00,High Value ($1M+),True,5+ Years,70-79
07TLA2958000,67,22,5,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07TLE3030000,95,22,6,Y,Homeowner,1031200.00,High Value ($1M+),True,5+ Years,90+
07TMD0560000,65,21,8,,Unknown,,Unknown,True,5+ Years,62-69
07TML2361000,64,22,4,Y,Homeowner,685300.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
07TPL0263002,62,21,13,Y,Homeowner,1073400.00,High Value ($1M+),True,5+ Years,62-69
07TTA0562001,63,21,13,,Unknown,,Unknown,True,5+ Years,62-69
07TTE0152001,73,22,12,Y,Homeowner,950100.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07UDD2635000,90,21,1,N,Renter,0.00,Low Value (<$500k),True,5+ Years,90+
07UED1838000,87,21,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
07UJT2552000,73,22,5,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
07VBN1751002,74,21,12,N,Renter,,Unknown,True,5+ Years,70-79
07VDY2133000,92,21,13,N,Renter,,Unknown,True,5+ Years,90+
07VED2857000,68,22,8,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07WAN0141000,84,21,16,Y,Homeowner,1643400.00,High Value ($1M+),True,5+ Years,80-89
07WCN2151000,74,21,16,,Unknown,,Unknown,True,5+ Years,70-79
07WCO1260001,65,21,15,N,Renter,1973600.00,High Value ($1M+),True,5+ Years,62-69
07WDA0460000,65,21,8,N,Renter,30960500.00,High Value ($1M+),True,5+ Years,62-69
07WDS2650000,75,22,7,Y,Homeowner,1155300.00,High Value ($1M+),True,5+ Years,70-79
07WFA2045000,80,22,7,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
07WJE0238000,87,22,10,Y,Homeowner,971400.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
07WJN0547000,78,21,10,N,Renter,8269891.00,High Value ($1M+),True,5+ Years,70-79
07WJN1737002,88,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07WJR0540000,85,22,9,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
07WJU2360000,65,22,2,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07WKE1562005,63,22,2,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07WMI2447001,78,21,8,Y,Homeowner,1087400.00,High Value ($1M+),True,5+ Years,70-79
07WPA0457000,68,22,11,Y,Homeowner,853400.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
07WPA1647000,78,22,2,Y,Homeowner,618700.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07WPP0959000,66,22,1,Y,Homeowner,1155800.00,High Value ($1M+),True,5+ Years,62-69
07WRD0942000,83,22,8,Y,Homeowner,895600.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
07WRY3058001,67,21,13,,Unknown,,Unknown,True,5+ Years,62-69
07WTA0152000,73,22,2,Y,Homeowner,1490800.00,High Value ($1M+),True,5+ Years,70-79
07WTA1850000,75,21,5,N,Renter,5406216.00,High Value ($1M+),True,5+ Years,70-79
07WWI0447000,78,22,9,Y,Homeowner,1322800.00,High Value ($1M+),True,5+ Years,70-79
07WXN1354000,71,21,16,N,Renter,1163200.00,High Value ($1M+),True,5+ Years,70-79
07XEE0455001,70,21,9,N,Renter,2945600.00,High Value ($1M+),True,5+ Years,70-79
07XWI1054001,71,21,13,Y,Homeowner,1101000.00,High Value ($1M+),True,5+ Years,70-79
07YDY1546000,79,21,13,,Unknown,,Unknown,True,5+ Years,70-79
07YGA1338000,87,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07YHG3135000,90,21,3,Y,Homeowner,1379200.00,High Value ($1M+),True,5+ Years,90+
07YIE2554000,71,22,2,Y,Homeowner,1020600.00,High Value ($1M+),True,5+ Years,70-79
07YJE2959001,66,21,15,Y,Homeowner,1526200.00,High Value ($1M+),True,5+ Years,62-69
07YJG2327000,98,21,15,N,Renter,15726100.00,High Value ($1M+),True,5+ Years,90+
07YJY2554000,71,22,12,Y,Homeowner,813300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07YKN1053000,72,21,11,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
07YKN2949000,76,21,11,N,Renter,1040400.00,High Value ($1M+),True,5+ Years,70-79
07YLA1560002,65,22,11,Y,Homeowner,1147000.00,High Value ($1M+),True,5+ Years,62-69
07YLE2451000,74,21,13,N,Renter,,Unknown,True,5+ Years,70-79
07YLN0733003,92,22,3,Y,Homeowner,1168900.00,High Value ($1M+),True,5+ Years,90+
07YLV2433000,92,21,7,,Unknown,,Unknown,True,5+ Years,90+
07YRH2649000,76,21,13,N,Renter,14600600.00,High Value ($1M+),True,5+ Years,70-79
07YSU2657000,68,22,8,N,Renter,1366200.00,High Value ($1M+),True,5+ Years,62-69
07YTI2444000,81,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07YTY2751000,74,22,5,N,Renter,1467500.00,High Value ($1M+),True,5+ Years,70-79
07YWG1852000,73,22,11,Y,Homeowner,990300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
07YYN2050000,75,22,6,Y,Homeowner,1035600.00,High Value ($1M+),True,5+ Years,70-79
07YZA2042000,83,21,13,N,Renter,,Unknown,True,5+ Years,80-89
07ZAA1451001,74,21,16,,Unknown,,Unknown,True,5+ Years,70-79
07ZEA3047001,78,21,12,N,Renter,,Unknown,True,5+ Years,70-79
07ZGA2730001,95,21,5,N,Renter,5406216.00,High Value ($1M+),True,5+ Years,90+
07ZLA3063000,62,21,14,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
07ZPR1458000,67,22,13,Y,Homeowner,924300.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
07ZVA1763002,62,22,9,Y,Homeowner,1034500.00,High Value ($1M+),True,5+ Years,62-69
08AAA2355000,70,21,12,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
08ABA2547000,78,21,16,N,Renter,,Unknown,True,5+ Years,70-79
08ADA2845001,80,21,12,Y,Homeowner,1097200.00,High Value ($1M+),True,5+ Years,80-89
08ADG2455001,70,21,9,,Unknown,,Unknown,True,5+ Years,70-79
08AGD1553000,72,22,2,N,Renter,990200.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
08AGY3054000,71,21,12,,Unknown,,Unknown,True,5+ Years,70-79
08AJS3063000,62,21,12,,Unknown,,Unknown,True,5+ Years,62-69
08AMN1048000,77,21,5,,Unknown,,Unknown,True,5+ Years,70-79
08AMO1339000,86,21,10,N,Renter,8269891.00,High Value ($1M+),True,5+ Years,80-89
08ARD0850000,75,22,3,Y,Homeowner,1105700.00,High Value ($1M+),True,5+ Years,70-79
08ARD1853000,72,21,13,Y,Homeowner,846800.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
08ARD2455000,70,21,10,,Unknown,,Unknown,True,5+ Years,70-79
08ASA0562001,63,22,5,Y,Homeowner,1240300.00,High Value ($1M+),True,5+ Years,62-69
08ASA0750001,75,22,11,N,Renter,4192700.00,High Value ($1M+),True,5+ Years,70-79
08ASI1540000,85,21,13,N,Renter,,Unknown,True,5+ Years,80-89
08AVA0454000,71,22,2,N,Renter,2835683.00,High Value ($1M+),True,5+ Years,70-79
08AVA1635000,90,21,5,N,Renter,5406216.00,High Value ($1M+),True,5+ Years,90+
08BAA0536001,89,21,13,N,Renter,,Unknown,True,5+ Years,80-89
08BAA1030000,95,21,13,N,Renter,,Unknown,True,5+ Years,90+
08BAE1644000,81,21,9,N,Renter,26902496.00,High Value ($1M+),True,5+ Years,80-89
08BAY0251000,74,21,16,Y,Homeowner,,Unknown,True,5+ Years,70-79
08BBY2854000,71,21,16,Y,Homeowner,,Unknown,True,5+ Years,70-79
08BCA0249001,76,21,6,Y,Homeowner,781500.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
08BCA1648000,77,21,13,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
08BCR1351000,74,22,4,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
08BDD1261003,64,22,6,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
08BDE0252001,73,21,10,N,Renter,,Unknown,True,5+ Years,70-79
08BDH0263001,62,21,1,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
08BDH2951000,74,22,4,Y,Homeowner,853000.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
08BDL1953000,72,21,13,,Unknown,,Unknown,True,5+ Years,70-79
08BEA0936001,89,21,13,N,Renter,,Unknown,True,5+ Years,80-89
08BEN1049000,76,21,16,Y,Homeowner,,Unknown,True,5+ Years,70-79
08BEU0355000,70,21,10,N,Renter,7157407.00,High Value ($1M+),True,5+ Years,70-79
08BGY0847001,78,21,9,,Unknown,,Unknown,True,5+ Years,70-79
08BHY2060001,65,21,9,N,Renter,9245098.00,High Value ($1M+),True,5+ Years,62-69
08BJE1046000,79,22,6,Y,Homeowner,1015400.00,High Value ($1M+),True,5+ Years,70-79
08BJS1256000,69,21,1,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
08BJY1359000,66,21,12,N,Renter,,Unknown,True,5+ Years,62-69
08BKA2941000,84,21,12,N,Renter,,Unknown,True,5+ Years,80-89
08BKH2643000,82,22,13,N,Renter,2211398.00,High Value ($1M+),True,5+ Years,80-89
08BLN2248000,77,22,7,N,Renter,1184700.00,High Value ($1M+),True,5+ Years,70-79
08BML2948000,77,22,11,N,Renter,927600.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
08BMY1648000,77,22,8,N,Renter,969400.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
08BNL0853000,74,21,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
08BPL0262002,63,22,2,Y,Homeowner,969400.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08BPL0860000,65,22,7,Y,Homeowner,986000.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08BPY1350000,75,22,6,Y,Homeowner,1115800.00,High Value ($1M+),True,5+ Years,70-79
08BRA0738001,87,21,13,N,Renter,,Unknown,True,5+ Years,80-89
08BRD1248000,77,21,16,Y,Homeowner,,Unknown,True,5+ Years,70-79
08BRN2049001,76,22,4,Y,Homeowner,1253400.00,High Value ($1M+),True,5+ Years,70-79
08BRT2861001,64,22,1,Y,Homeowner,949900.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08BSA0839000,86,22,10,N,Renter,1458100.00,High Value ($1M+),True,5+ Years,80-89
08BTS2950000,75,21,12,,Unknown,,Unknown,True,5+ Years,70-79
08BVA0346000,79,21,16,N,Renter,,Unknown,True,5+ Years,70-79
08CAA0323000,102,21,10,N,Renter,,Unknown,True,5+ Years,90+
08CAA0962000,63,22,12,Y,Homeowner,639400.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08CAG2847000,78,22,9,,Unknown,,Unknown,True,5+ Years,70-79
08CBE2141000,84,21,12,N,Renter,,Unknown,True,5+ Years,80-89
08CBO1544002,81,21,11,Y,Homeowner,1081700.00,High Value ($1M+),True,5+ Years,80-89
08CCL2657000,68,21,7,,Unknown,,Unknown,True,5+ Years,62-69
08CCM0835000,90,22,3,N,Renter,0.00,Low Value (<$500k),True,5+ Years,90+
08CDH0757002,68,22,12,Y,Homeowner,860100.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08CEA2663000,62,21,9,,Unknown,,Unknown,True,5+ Years,62-69
08CEN3157000,68,21,12,,Unknown,,Unknown,True,5+ Years,62-69
08CER2733000,92,22,11,N,Renter,4192700.00,High Value ($1M+),True,5+ Years,90+
08CFE2559000,66,22,11,Y,Homeowner,893900.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08CFN1638000,87,21,13,N,Renter,,Unknown,True,5+ Years,80-89
08CHE1063000,62,21,14,,Unknown,,Unknown,True,5+ Years,62-69
08CJA1349001,76,21,13,N,Renter,,Unknown,True,5+ Years,70-79
08CJE1927000,98,21,10,N,Renter,,Unknown,True,5+ Years,90+
08CJH0554001,71,22,10,N,Renter,4083199.00,High Value ($1M+),True,5+ Years,70-79
08CJT1361002,64,22,5,N,Renter,138162000.00,High Value ($1M+),True,5+ Years,62-69
08CKE0159000,66,22,10,Y,Homeowner,1016300.00,High Value ($1M+),True,5+ Years,62-69
08CKG1452001,73,21,13,N,Renter,,Unknown,True,5+ Years,70-79
08CLA0441001,84,21,12,N,Renter,,Unknown,True,5+ Years,80-89
08CLI1639005,86,21,13,N,Renter,,Unknown,True,5+ Years,80-89
08CLN2534000,91,21,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,90+
08CMA0236002,89,21,13,,Unknown,,Unknown,True,5+ Years,80-89
08CMI0744000,81,22,9,N,Renter,961700.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
08CMK2051000,74,21,14,,Unknown,,Unknown,True,5+ Years,70-79
08CMK2457000,68,22,9,N,Renter,952400.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08CML1458002,67,22,7,N,Renter,978700.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08CMY0547000,78,21,16,Y,Homeowner,,Unknown,True,5+ Years,70-79
08CPA1161004,64,21,5,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
08CPG2744001,81,21,12,N,Renter,,Unknown,True,5+ Years,80-89
08CPI1053001,72,21,4,Y,Homeowner,690600.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
08CRT1058001,67,22,2,N,Renter,1255500.00,High Value ($1M+),True,5+ Years,62-69
08CSA0749001,76,21,7,,Unknown,,Unknown,True,5+ Years,70-79
08CSN1459004,66,22,3,Y,Homeowner,532900.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08CSN2240000,85,21,10,N,Renter,8269891.00,High Value ($1M+),True,5+ Years,80-89
08CVA0862002,63,21,15,,Unknown,,Unknown,True,5+ Years,62-69
08CVN1463001,62,21,4,Y,Homeowner,771400.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08CWG0259001,66,22,7,Y,Homeowner,682100.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
08CWM2853000,72,21,10,N,Renter,,Unknown,True,5+ Years,70-79
