res_id,age,ward_id,precinct_id,median_income,income_category,has_financial_barrier,property_value
07CJA0434000,91,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
07CJE0476121,70,21,12,93326.00,Higher Income ($75k+),False,0.00
07CJE1051003,74,22,7,75366.00,Higher Income ($75k+),False,914300.00
07CJH1957001,68,21,11,80556.00,Higher Income ($75k+),False,1034700.00
07CJN0659004,66,21,13,80556.00,Higher Income ($75k+),False,16432500.00
07CJN1354001,71,22,7,75366.00,Higher Income ($75k+),False,1035900.00
07CJN2134000,91,22,11,75366.00,Higher Income ($75k+),False,1064700.00
07CJS2053002,72,21,13,80556.00,Higher Income ($75k+),False,5208368.00
07CJS2946000,79,22,10,111705.00,Higher Income ($75k+),False,915400.00
07CJY2462002,63,21,1,0,Low Income (<$50k),True,9873800.00
07CKG0148000,77,22,13,82125.00,Higher Income ($75k+),False,1119700.00
07CKI2348001,77,21,13,80556.00,Higher Income ($75k+),False,
07CKN0342000,83,21,11,80556.00,Higher Income ($75k+),False,1032600.00
07CMA0476120,64,22,11,75366.00,Higher Income ($75k+),False,911600.00
07CMA0963000,62,22,7,75366.00,Higher Income ($75k+),False,1158900.00
07CMA2240002,85,21,13,80556.00,Higher Income ($75k+),False,
07CMI0249000,76,21,12,93326.00,Higher Income ($75k+),False,
07CMN0938003,87,22,11,75366.00,Higher Income ($75k+),False,1064700.00
07CNY2842000,83,22,7,75366.00,Higher Income ($75k+),False,725700.00
07CPE2435000,90,21,4,53824.00,Moderate Income ($50k-$75k),True,815000.00
07CQI0760000,65,22,6,88625.00,Higher Income ($75k+),False,1035600.00
07CRT2443000,82,22,13,82125.00,Higher Income ($75k+),False,1070100.00
07CSA0456000,69,21,12,93326.00,Higher Income ($75k+),False,
07CSN0561002,64,22,10,75366.00,Higher Income ($75k+),False,941800.00
07CSN0951005,74,22,8,73403.00,Moderate Income ($50k-$75k),True,1366200.00
07CSY0757001,68,22,12,111705.00,Higher Income ($75k+),False,1145500.00
07CSY2848000,77,22,3,111705.00,Higher Income ($75k+),False,726900.00
07CTS0249001,76,22,10,75366.00,Higher Income ($75k+),False,1321200.00
07CWG2231000,94,21,11,80556.00,Higher Income ($75k+),False,1196200.00
07CYN1642000,83,21,13,80556.00,Higher Income ($75k+),False,
07CZG0239001,86,21,13,80556.00,Higher Income ($75k+),False,
07DAN2362001,63,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
07DAO2754000,71,22,5,33229.00,Low Income (<$50k),True,0.00
07DAY0840000,85,21,12,0,Low Income (<$50k),True,
07DDA1356001,69,22,1,45000.00,Low Income (<$50k),True,867500.00
07DED2663004,62,21,13,80556.00,Higher Income ($75k+),False,16432500.00
07DEE2355000,70,22,7,92560.00,Higher Income ($75k+),False,875300.00
07DFK1364002,71,22,1,45000.00,Low Income (<$50k),True,696400.00
07DGO2944000,85,22,2,89479.00,Higher Income ($75k+),False,1055900.00
07DJE0855001,70,22,10,111705.00,Higher Income ($75k+),False,982900.00
07DJN0131003,94,21,13,80556.00,Higher Income ($75k+),False,1096100.00
07DKN1261000,64,22,2,89479.00,Higher Income ($75k+),False,1376400.00
07DLD0656000,69,22,11,82125.00,Higher Income ($75k+),False,900700.00
07DMA2251001,74,21,13,80556.00,Higher Income ($75k+),False,
07DMK0957000,68,22,5,33229.00,Low Income (<$50k),True,1402600.00
07DML1556001,69,22,10,111705.00,Higher Income ($75k+),False,0.00
07DPL1356002,69,22,12,111705.00,Higher Income ($75k+),False,1135300.00
07DSL1459000,66,21,14,114271.00,Higher Income ($75k+),False,0.00
07DTA0556000,69,22,2,89479.00,Higher Income ($75k+),False,1169800.00
07DVO2840000,85,21,16,114271.00,Higher Income ($75k+),False,6002700.00
07DZI0463000,62,22,10,111705.00,Higher Income ($75k+),False,0.00
07EEA0239000,86,21,13,80556.00,Higher Income ($75k+),False,
07EJY2857000,68,21,1,0,Low Income (<$50k),True,7398000.00
07ELA2350000,75,21,13,80556.00,Higher Income ($75k+),False,
07ETS1648000,77,22,7,82125.00,Higher Income ($75k+),False,783100.00
07EVA1547000,78,22,7,82125.00,Higher Income ($75k+),False,783100.00
07FAE0261000,64,21,8,79000.00,Higher Income ($75k+),False,0.00
07FCE2152001,73,22,11,75366.00,Higher Income ($75k+),False,622600.00
07FJS0749000,76,21,5,131206.00,Higher Income ($75k+),False,0.00
07FKN3150000,75,22,6,88625.00,Higher Income ($75k+),False,1017400.00
07FMK0563000,62,21,3,116793.00,Higher Income ($75k+),False,2358500.00
07FML2246000,79,21,7,46985.00,Low Income (<$50k),True,4541459.00
07FRD2752002,73,22,2,45000.00,Low Income (<$50k),True,1228000.00
07FSL0559000,66,22,5,33229.00,Low Income (<$50k),True,816300.00
07FVA0256000,69,21,3,116793.00,Higher Income ($75k+),False,5934600.00
07FWM1041000,84,21,8,79000.00,Higher Income ($75k+),False,3794100.00
07FWM1548000,77,21,12,93326.00,Higher Income ($75k+),False,
07GAR2361001,64,22,3,88625.00,Higher Income ($75k+),False,1602400.00
07GGA2035002,90,21,13,80556.00,Higher Income ($75k+),False,
07GLA1137000,88,22,13,82125.00,Higher Income ($75k+),False,1435900.00
07GLA2030000,95,21,12,93326.00,Higher Income ($75k+),False,
07GLA2527000,98,21,10,81853.00,Higher Income ($75k+),False,8269891.00
07GMI0241002,84,21,13,80556.00,Higher Income ($75k+),False,
07GMT1543000,82,21,15,151466.00,Higher Income ($75k+),False,15726100.00
07GRA1659000,66,22,1,45000.00,Low Income (<$50k),True,0.00
07GRD1246000,79,22,3,111705.00,Higher Income ($75k+),False,2039900.00
07GRL1839001,86,21,10,81853.00,Higher Income ($75k+),False,8153471.00
07GSN0357000,68,22,8,92560.00,Higher Income ($75k+),False,1206400.00
07GTA1058000,67,21,10,81853.00,Higher Income ($75k+),False,8153471.00
07GTA1940000,85,21,13,80556.00,Higher Income ($75k+),False,
07GVA1255000,70,21,12,93326.00,Higher Income ($75k+),False,
07GVR0843000,82,21,13,80556.00,Higher Income ($75k+),False,
07GWU0553000,72,22,7,92560.00,Higher Income ($75k+),False,708600.00
07GZA0339000,86,21,10,81853.00,Higher Income ($75k+),False,8269891.00
07HAA1759000,66,22,4,92560.00,Higher Income ($75k+),False,1058600.00
07HAI2156000,69,21,13,80556.00,Higher Income ($75k+),False,
07HCE1546000,79,22,13,82125.00,Higher Income ($75k+),False,791600.00
07HDA0651002,74,21,10,60060.00,Moderate Income ($50k-$75k),True,
07HDA2750000,75,21,10,81853.00,Higher Income ($75k+),False,8269891.00
07HDD2557000,68,22,7,75366.00,Higher Income ($75k+),False,1194300.00
07HDD3058005,67,21,1,0,Low Income (<$50k),True,0.00
07HDS1144000,81,22,9,73403.00,Moderate Income ($50k-$75k),True,5322500.00
07HDY2351000,74,22,11,111705.00,Higher Income ($75k+),False,1078000.00
07HFK0841000,84,21,10,60060.00,Moderate Income ($50k-$75k),True,
07HGL1554001,71,21,3,0,Low Income (<$50k),True,9096900.00
07HJN1556000,69,21,16,114271.00,Higher Income ($75k+),False,23858100.00
07HJN3135000,90,21,6,46985.00,Low Income (<$50k),True,1034000.00
07HLE2244000,81,22,3,111705.00,Higher Income ($75k+),False,1039100.00
07HLE2856003,69,21,15,114271.00,Higher Income ($75k+),False,931800.00
07HMA2954001,71,21,7,131206.00,Higher Income ($75k+),False,1588100.00
07HME1251000,74,22,11,75366.00,Higher Income ($75k+),False,1098200.00
07HME2238002,87,21,10,60060.00,Moderate Income ($50k-$75k),True,
07HMK0855003,70,22,11,75366.00,Higher Income ($75k+),False,1098200.00
07HNA2051003,74,21,7,131206.00,Higher Income ($75k+),False,7546100.00
07HPP0556002,69,21,13,80556.00,Higher Income ($75k+),False,
07HRE0360000,65,22,9,73403.00,Moderate Income ($50k-$75k),True,874500.00
07HRE1559000,66,22,5,33229.00,Low Income (<$50k),True,138162000.00
07HSA1955000,70,21,10,81853.00,Higher Income ($75k+),False,8153471.00
07HSN1457001,68,21,16,151466.00,Higher Income ($75k+),False,0.00
07HSY0253000,72,21,7,46985.00,Low Income (<$50k),True,1096500.00
07HTA2948000,77,21,13,80556.00,Higher Income ($75k+),False,
07HXE0938000,87,21,13,80556.00,Higher Income ($75k+),False,
07IJE2946000,79,21,14,93326.00,Higher Income ($75k+),False,0.00
07ISA0746002,79,21,13,80556.00,Higher Income ($75k+),False,
07JBR0948000,77,22,2,45000.00,Low Income (<$50k),True,635700.00
07JJE2949001,76,21,10,81853.00,Higher Income ($75k+),False,8269891.00
07JML1959000,66,21,7,46985.00,Low Income (<$50k),True,4541459.00
07JPE0352000,73,22,7,75366.00,Higher Income ($75k+),False,1073000.00
07JRI2249000,76,21,13,80556.00,Higher Income ($75k+),False,
07KAA0553000,72,22,10,75366.00,Higher Income ($75k+),False,1067300.00
07KAA1563002,62,21,7,131206.00,Higher Income ($75k+),False,1296533.00
07KAK3134000,91,21,11,80556.00,Higher Income ($75k+),False,5379000.00
07KAR0848000,77,22,4,92560.00,Higher Income ($75k+),False,650400.00
07KAT1554000,71,21,14,93326.00,Higher Income ($75k+),False,0.00
07KDF3059000,66,21,13,151466.00,Higher Income ($75k+),False,1459300.00
07KEA1249001,76,21,12,93326.00,Higher Income ($75k+),False,
07KED2939002,86,21,10,81853.00,Higher Income ($75k+),False,8153471.00
07KER2558000,67,22,9,73403.00,Moderate Income ($50k-$75k),True,879900.00
07KIA0837000,88,21,5,131206.00,Higher Income ($75k+),False,5406216.00
07KIA1033000,92,21,12,93326.00,Higher Income ($75k+),False,
07KIF0654001,71,21,9,81853.00,Higher Income ($75k+),False,9245098.00
07KKA2940000,85,21,15,151466.00,Higher Income ($75k+),False,474400.00
07KMY1932000,93,21,13,80556.00,Higher Income ($75k+),False,
07KPA1658000,67,22,13,82125.00,Higher Income ($75k+),False,0.00
07KPL1157001,68,21,16,151466.00,Higher Income ($75k+),False,0.00
07KRA0429000,96,21,12,0,Low Income (<$50k),True,
07KVY2339000,86,21,7,131206.00,Higher Income ($75k+),False,1658547.00
07KWM2441000,84,21,12,93326.00,Higher Income ($75k+),False,448100.00
07KYA1940000,85,21,12,93326.00,Higher Income ($75k+),False,
07KYI3162000,63,21,8,79000.00,Higher Income ($75k+),False,0.00
07LAD2231000,94,21,12,93326.00,Higher Income ($75k+),False,
07LAE1544000,81,21,12,0,Low Income (<$50k),True,
07LAO1034000,91,22,1,45000.00,Low Income (<$50k),True,1355100.00
07LBA1751001,74,21,12,0,Low Income (<$50k),True,
07LBN2847000,78,22,13,82125.00,Higher Income ($75k+),False,0.00
07LCI0349002,76,22,8,92560.00,Higher Income ($75k+),False,1283400.00
07LCL0963000,62,21,12,0,Low Income (<$50k),True,
07LEE2557000,68,21,10,81853.00,Higher Income ($75k+),False,7157407.00
07LGD2248000,77,22,11,75366.00,Higher Income ($75k+),False,1078900.00
07LGE2751001,74,22,5,33229.00,Low Income (<$50k),True,138162000.00
07LJE0257001,68,21,13,80556.00,Higher Income ($75k+),False,5208368.00
07LJH2749001,76,21,9,81853.00,Higher Income ($75k+),False,14228402.00
07LJH3052002,73,22,13,82125.00,Higher Income ($75k+),False,1148600.00
07LJU0849001,76,21,12,93326.00,Higher Income ($75k+),False,
07LJY1961000,64,21,2,0,Low Income (<$50k),True,0.00
07LLA2148000,77,22,5,33229.00,Low Income (<$50k),True,0.00
07LLD0143000,82,21,13,80556.00,Higher Income ($75k+),False,
07LLE1354000,71,21,14,93326.00,Higher Income ($75k+),False,0.00
07LMA2236000,89,21,12,93326.00,Higher Income ($75k+),False,
07LMA2456000,69,22,5,33229.00,Low Income (<$50k),True,1532000.00
07LME1656000,69,22,4,82125.00,Higher Income ($75k+),False,1017000.00
07LPI2239000,86,21,13,80556.00,Higher Income ($75k+),False,
07LRO2936001,89,21,9,46985.00,Low Income (<$50k),True,27373404.00
07LSN0243000,82,21,3,0,Low Income (<$50k),True,9096900.00
07LSY2759000,66,21,12,93326.00,Higher Income ($75k+),False,
07LTI2361000,64,22,9,73403.00,Moderate Income ($50k-$75k),True,1588900.00
07LTM1133000,92,21,6,46985.00,Low Income (<$50k),True,570100.00
07LVR0141000,84,21,13,80556.00,Higher Income ($75k+),False,
07LWI2257001,68,21,5,131206.00,Higher Income ($75k+),False,0.00
07LXN2736002,89,21,13,80556.00,Higher Income ($75k+),False,
07MAA1862001,63,21,13,80556.00,Higher Income ($75k+),False,
07MAL2356000,69,21,8,79000.00,Higher Income ($75k+),False,2747746.00
07MAN2550000,75,21,9,81853.00,Higher Income ($75k+),False,22807000.00
07MBA2343002,82,22,4,82125.00,Higher Income ($75k+),False,0.00
07MBE2560000,65,22,10,92560.00,Higher Income ($75k+),False,0.00
07MBN2859000,66,22,13,82125.00,Higher Income ($75k+),False,1190200.00
07MBN3146001,79,22,3,88625.00,Higher Income ($75k+),False,0.00
07MDD2348002,77,21,14,93326.00,Higher Income ($75k+),False,0.00
07MDE0355000,70,22,5,33229.00,Low Income (<$50k),True,1242900.00
07MDS3157000,68,22,12,111705.00,Higher Income ($75k+),False,1279800.00
07MEN1454003,71,22,8,92560.00,Higher Income ($75k+),False,1173900.00
07MFN2848000,77,21,13,80556.00,Higher Income ($75k+),False,
07MIE2425000,100,22,7,75366.00,Higher Income ($75k+),False,863800.00
07MIL2559000,66,21,12,93326.00,Higher Income ($75k+),False,10290100.00
07MJE2142000,83,22,4,92560.00,Higher Income ($75k+),False,848300.00
07MJH3140000,85,22,5,33229.00,Low Income (<$50k),True,1128200.00
07MJS0748001,77,22,9,73403.00,Moderate Income ($50k-$75k),True,2621100.00
07MKN1160000,65,22,10,111705.00,Higher Income ($75k+),False,1408900.00
07MLA1760001,65,22,10,75366.00,Higher Income ($75k+),False,1265200.00
07MLA1843003,82,21,12,93326.00,Higher Income ($75k+),False,7063600.00
07MLA1961000,64,22,11,75366.00,Higher Income ($75k+),False,1147700.00
07MMA2535000,90,22,5,33229.00,Low Income (<$50k),True,985800.00
07MML0632002,93,21,13,80556.00,Higher Income ($75k+),False,
07MMN1040001,85,22,9,73403.00,Moderate Income ($50k-$75k),True,1207200.00
07MPA1359000,66,22,10,111705.00,Higher Income ($75k+),False,0.00
07MPQ2159000,66,21,4,53824.00,Moderate Income ($50k-$75k),True,1178800.00
07MRA1156001,69,22,7,92560.00,Higher Income ($75k+),False,1234600.00
07MRT0362004,63,22,9,73403.00,Moderate Income ($50k-$75k),True,1126800.00
07MSJ1955000,70,22,5,33229.00,Low Income (<$50k),True,757400.00
07MSN1561001,64,21,6,46985.00,Low Income (<$50k),True,1589800.00
07MVR3152000,73,21,13,80556.00,Higher Income ($75k+),False,
07MWD2048000,77,22,6,88625.00,Higher Income ($75k+),False,1368200.00
07MWM1346001,79,21,1,0,Low Income (<$50k),True,4999900.00
07MYA1230000,95,21,12,0,Low Income (<$50k),True,
07NAI1248001,77,21,7,79000.00,Higher Income ($75k+),False,1692649.00
07NER1547001,78,21,15,151466.00,Higher Income ($75k+),False,15726100.00
07NHG1044001,81,21,10,81853.00,Higher Income ($75k+),False,7157407.00
07NML0945001,80,21,12,93326.00,Higher Income ($75k+),False,
07NRA1040000,85,21,9,46985.00,Low Income (<$50k),True,26902496.00
07NTA0357000,68,22,2,89479.00,Higher Income ($75k+),False,1350800.00
07NTS0751002,74,21,10,81853.00,Higher Income ($75k+),False,17985100.00
07NTT2652000,73,22,6,88625.00,Higher Income ($75k+),False,912300.00
07OJE2837000,88,22,6,88625.00,Higher Income ($75k+),False,0.00
07OJS0944003,81,22,12,111705.00,Higher Income ($75k+),False,766500.00
07OLA2346000,79,21,10,60060.00,Moderate Income ($50k-$75k),True,
07OSA1149000,76,21,7,131206.00,Higher Income ($75k+),False,1248682.00
07PBA2153000,72,22,8,92560.00,Higher Income ($75k+),False,832300.00
07PBY1149000,76,21,14,93326.00,Higher Income ($75k+),False,636300.00
07PDN2359000,66,21,15,114271.00,Higher Income ($75k+),False,0.00
07PEH2556000,69,21,1,0,Low Income (<$50k),True,17305400.00
07PIA1937001,88,21,13,80556.00,Higher Income ($75k+),False,
07PIS1255000,70,22,9,73403.00,Moderate Income ($50k-$75k),True,1176400.00
07PJN1651001,74,21,8,79000.00,Higher Income ($75k+),False,2747746.00
07PJN2558001,67,21,10,60060.00,Moderate Income ($50k-$75k),True,3172219.00
07PJS2543000,82,22,10,111705.00,Higher Income ($75k+),False,791100.00
07PKA2531000,94,21,13,80556.00,Higher Income ($75k+),False,
07PKY2155000,70,21,5,131206.00,Higher Income ($75k+),False,0.00
07PMA0439000,86,21,12,93326.00,Higher Income ($75k+),False,
07PMA2526000,96,21,12,93326.00,Higher Income ($75k+),False,
07PMN1444000,81,22,9,73403.00,Moderate Income ($50k-$75k),True,5322500.00
07PNA1359003,66,22,11,75366.00,Higher Income ($75k+),False,1069300.00
07PPA1619000,106,21,9,46985.00,Low Income (<$50k),True,27373404.00
07PPL0356000,69,22,3,88625.00,Higher Income ($75k+),False,1640900.00
07PPN0558000,67,21,7,79000.00,Higher Income ($75k+),False,3007900.00
07PRA2061000,64,21,6,88625.00,Higher Income ($75k+),False,1171200.00
07PRE0148000,77,22,4,82125.00,Higher Income ($75k+),False,784300.00
07PSA3048001,77,21,7,131206.00,Higher Income ($75k+),False,1555155.00
07PSS0347000,78,22,7,92560.00,Higher Income ($75k+),False,942800.00
07PSY2251000,74,21,13,80556.00,Higher Income ($75k+),False,5208368.00
07PTA0658001,67,21,12,93326.00,Higher Income ($75k+),False,
07PYA0454000,71,21,7,131206.00,Higher Income ($75k+),False,1248682.00
07PYA2249001,76,22,3,111705.00,Higher Income ($75k+),False,1185100.00
07PZZ2928000,97,21,12,93326.00,Higher Income ($75k+),False,
07QAA2659000,66,21,11,80556.00,Higher Income ($75k+),False,1008200.00
07QWR0662000,63,22,3,111705.00,Higher Income ($75k+),False,992700.00
07RAA0152000,73,21,9,46985.00,Low Income (<$50k),True,26902496.00
07RAA2537001,88,21,5,131206.00,Higher Income ($75k+),False,5406216.00
07RBA1039000,86,21,9,46985.00,Low Income (<$50k),True,27373404.00
07RBS1356001,69,21,13,80556.00,Higher Income ($75k+),False,
07RBY0152000,73,22,6,88625.00,Higher Income ($75k+),False,637600.00
07RCA0361000,64,22,8,92560.00,Higher Income ($75k+),False,0.00
07RCL0659000,66,22,4,92560.00,Higher Income ($75k+),False,865100.00
07RCN1650002,75,21,10,81853.00,Higher Income ($75k+),False,7157407.00
07RDD2162000,63,21,3,53824.00,Moderate Income ($50k-$75k),True,77122100.00
07RDY2247000,78,21,13,73403.00,Moderate Income ($50k-$75k),True,986971.00
07REA1975000,80,21,13,80556.00,Higher Income ($75k+),False,
07RFH0949000,76,22,7,92560.00,Higher Income ($75k+),False,970300.00
07RGA0958000,67,22,8,92560.00,Higher Income ($75k+),False,1148700.00
07RIA1141000,84,21,9,46985.00,Low Income (<$50k),True,27373404.00
07RJE1449000,76,22,3,88625.00,Higher Income ($75k+),False,1016300.00
07RJN2058000,67,22,7,75366.00,Higher Income ($75k+),False,2292100.00
07RML2561002,64,22,13,82125.00,Higher Income ($75k+),False,985300.00
07RRD2336000,89,21,15,151466.00,Higher Income ($75k+),False,15726100.00
07RRT1054000,71,22,4,92560.00,Higher Income ($75k+),False,1043300.00
07RSA1551000,74,22,9,73403.00,Moderate Income ($50k-$75k),True,967700.00
07RSY1947001,78,22,13,82125.00,Higher Income ($75k+),False,2211398.00
07RTA2948001,77,21,12,93326.00,Higher Income ($75k+),False,
07RVI1261000,64,21,13,80556.00,Higher Income ($75k+),False,0.00
07RXO2160000,65,21,1,0,Low Income (<$50k),True,0.00
07RYA0634000,91,21,5,131206.00,Higher Income ($75k+),False,5406216.00
07SAA1759000,66,22,1,89479.00,Higher Income ($75k+),False,1161900.00
07SAA1853001,72,21,12,93326.00,Higher Income ($75k+),False,0.00
07SBA0131000,94,21,10,81853.00,Higher Income ($75k+),False,7157407.00
07SBA2646001,79,21,9,46985.00,Low Income (<$50k),True,27373404.00
07SBL2345000,80,21,12,0,Low Income (<$50k),True,
07SCE2753000,72,21,3,0,Low Income (<$50k),True,2762900.00
07SCN2657000,68,22,8,73403.00,Moderate Income ($50k-$75k),True,1366200.00
07SCS2544000,81,21,6,88625.00,Higher Income ($75k+),False,579900.00
07SDA2054002,71,21,13,80556.00,Higher Income ($75k+),False,16432500.00
07SDD2560000,65,21,11,80556.00,Higher Income ($75k+),False,986500.00
07SED1435001,90,21,12,93326.00,Higher Income ($75k+),False,
07SEE1556001,69,21,7,131206.00,Higher Income ($75k+),False,1398217.00
07SER2132000,93,21,16,114271.00,Higher Income ($75k+),False,
07SFS1761001,64,21,11,80556.00,Higher Income ($75k+),False,1077800.00
07SGL1653000,72,21,12,93326.00,Higher Income ($75k+),False,0.00
07SJE0534000,91,22,6,88625.00,Higher Income ($75k+),False,1039000.00
07SJE0762000,63,21,12,0,Low Income (<$50k),True,
07SJH1929001,96,22,10,73403.00,Moderate Income ($50k-$75k),True,982200.00
07SJI1961000,64,22,10,75366.00,Higher Income ($75k+),False,1118900.00
07SJS2359000,66,21,1,0,Low Income (<$50k),True,0.00
07SJS2644001,81,21,1,0,Low Income (<$50k),True,7398000.00
07SKN2649004,76,22,9,73403.00,Moderate Income ($50k-$75k),True,642700.00
07SKN3046003,79,21,1,0,Low Income (<$50k),True,2712200.00
07SLA0238002,87,21,12,93326.00,Higher Income ($75k+),False,
07SLD1769000,76,21,13,80556.00,Higher Income ($75k+),False,1214800.00
07SLE1260000,65,22,3,88625.00,Higher Income ($75k+),False,0.00
07SLO3157000,68,22,1,89479.00,Higher Income ($75k+),False,1289400.00
07SLV2538001,87,21,7,46985.00,Low Income (<$50k),True,4541459.00
07SMA2456001,69,22,5,33229.00,Low Income (<$50k),True,1532000.00
07SMS1444001,81,21,13,80556.00,Higher Income ($75k+),False,
07SNY0446000,79,21,15,151466.00,Higher Income ($75k+),False,7095200.00
07SPI2239000,86,21,13,80556.00,Higher Income ($75k+),False,
07SPL1238002,87,21,9,46985.00,Low Income (<$50k),True,26902496.00
07SPP1934000,91,22,12,111705.00,Higher Income ($75k+),False,811800.00
07SRT0753003,72,21,13,80556.00,Higher Income ($75k+),False,1336900.00
07SRT0955000,70,21,13,80556.00,Higher Income ($75k+),False,0.00
07SSA2242000,83,22,4,82125.00,Higher Income ($75k+),False,0.00
07SSA2624000,101,21,13,80556.00,Higher Income ($75k+),False,
07SSG2451000,74,21,13,80556.00,Higher Income ($75k+),False,
07SSO0433000,92,21,12,93326.00,Higher Income ($75k+),False,
07SSU1757000,68,21,13,151466.00,Higher Income ($75k+),False,4672000.00
07STN2451001,74,21,13,80556.00,Higher Income ($75k+),False,
07SWM1048000,77,21,1,0,Low Income (<$50k),True,7398000.00
07SWM2258000,67,22,3,111705.00,Higher Income ($75k+),False,1208500.00
07SYA3142000,83,21,13,80556.00,Higher Income ($75k+),False,
07SYG2424001,101,22,9,73403.00,Moderate Income ($50k-$75k),True,1343000.00
07TAE2650000,75,22,10,92560.00,Higher Income ($75k+),False,1089900.00
07TAT1451002,74,22,3,111705.00,Higher Income ($75k+),False,1218900.00
07TBT0532000,93,22,6,88625.00,Higher Income ($75k+),False,714600.00
07TFX2946000,79,21,10,81853.00,Higher Income ($75k+),False,8153471.00
07THI2953000,72,21,13,80556.00,Higher Income ($75k+),False,
07TIA0941000,84,21,13,80556.00,Higher Income ($75k+),False,
07TJN1245000,80,21,11,80556.00,Higher Income ($75k+),False,896100.00
07TJS1635000,90,21,13,80556.00,Higher Income ($75k+),False,1073400.00
07TKN1655002,70,21,9,81853.00,Higher Income ($75k+),False,90499900.00
07TLA0252000,73,22,2,89479.00,Higher Income ($75k+),False,1073100.00
07TLA2958000,67,22,5,33229.00,Low Income (<$50k),True,0.00
07TLE3030000,95,22,6,88625.00,Higher Income ($75k+),False,1031200.00
07TMD0560000,65,21,8,79000.00,Higher Income ($75k+),False,989400.00
07TML2361000,64,22,4,92560.00,Higher Income ($75k+),False,685300.00
07TPL0263002,62,21,13,80556.00,Higher Income ($75k+),False,1073400.00
07TTA0562001,63,21,13,80556.00,Higher Income ($75k+),False,16432500.00
07TTE0152001,73,22,12,111705.00,Higher Income ($75k+),False,950100.00
07UDD2635000,90,21,1,0,Low Income (<$50k),True,0.00
07UED1838000,87,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
07UJT2552000,73,22,5,33229.00,Low Income (<$50k),True,0.00
07VBN1751002,74,21,12,93326.00,Higher Income ($75k+),False,
07VDY2133000,92,21,13,80556.00,Higher Income ($75k+),False,
07VED2857000,68,22,8,92560.00,Higher Income ($75k+),False,0.00
07WAN0141000,84,21,16,0,Low Income (<$50k),True,1643400.00
07WCN2151000,74,21,16,114271.00,Higher Income ($75k+),False,0.00
07WCO1260001,65,21,15,151466.00,Higher Income ($75k+),False,1973600.00
07WDA0460000,65,21,8,131206.00,Higher Income ($75k+),False,30960500.00
07WDS2650000,75,22,7,75366.00,Higher Income ($75k+),False,1155300.00
07WFA2045000,80,22,7,92560.00,Higher Income ($75k+),False,0.00
07WJE0238000,87,22,10,111705.00,Higher Income ($75k+),False,971400.00
07WJN0547000,78,21,10,81853.00,Higher Income ($75k+),False,8269891.00
07WJN1737002,88,21,13,80556.00,Higher Income ($75k+),False,
07WJR0540000,85,22,9,73403.00,Moderate Income ($50k-$75k),True,0.00
07WJU2360000,65,22,2,89479.00,Higher Income ($75k+),False,0.00
07WKE1562005,63,22,2,89479.00,Higher Income ($75k+),False,0.00
07WMI2447001,78,21,8,79000.00,Higher Income ($75k+),False,1087400.00
07WPA0457000,68,22,11,75366.00,Higher Income ($75k+),False,853400.00
07WPA1647000,78,22,2,89479.00,Higher Income ($75k+),False,618700.00
07WPP0959000,66,22,1,89479.00,Higher Income ($75k+),False,1155800.00
07WRD0942000,83,22,8,92560.00,Higher Income ($75k+),False,895600.00
07WRY3058001,67,21,13,80556.00,Higher Income ($75k+),False,16432500.00
07WTA0152000,73,22,2,45000.00,Low Income (<$50k),True,1490800.00
07WTA1850000,75,21,5,131206.00,Higher Income ($75k+),False,5406216.00
07WWI0447000,78,22,9,73403.00,Moderate Income ($50k-$75k),True,1322800.00
07WXN1354000,71,21,16,114271.00,Higher Income ($75k+),False,1163200.00
07XEE0455001,70,21,9,79000.00,Higher Income ($75k+),False,2945600.00
07XWI1054001,71,21,13,80556.00,Higher Income ($75k+),False,1101000.00
07YDY1546000,79,21,13,80556.00,Higher Income ($75k+),False,16432500.00
07YGA1338000,87,21,13,80556.00,Higher Income ($75k+),False,
07YHG3135000,90,21,3,116793.00,Higher Income ($75k+),False,1379200.00
07YIE2554000,71,22,2,45000.00,Low Income (<$50k),True,1020600.00
07YJE2959001,66,21,15,151466.00,Higher Income ($75k+),False,1526200.00
07YJG2327000,98,21,15,151466.00,Higher Income ($75k+),False,15726100.00
07YJY2554000,71,22,12,0,Low Income (<$50k),True,813300.00
07YKN1053000,72,21,11,80556.00,Higher Income ($75k+),False,0.00
07YKN2949000,76,21,11,80556.00,Higher Income ($75k+),False,1040400.00
07YLA1560002,65,22,11,111705.00,Higher Income ($75k+),False,1147000.00
07YLE2451000,74,21,13,80556.00,Higher Income ($75k+),False,
07YLN0733003,92,22,3,111705.00,Higher Income ($75k+),False,1168900.00
07YLV2433000,92,21,7,46985.00,Low Income (<$50k),True,4541459.00
07YRH2649000,76,21,13,80556.00,Higher Income ($75k+),False,14600600.00
07YSU2657000,68,22,8,73403.00,Moderate Income ($50k-$75k),True,1366200.00
07YTI2444000,81,21,13,80556.00,Higher Income ($75k+),False,
07YTY2751000,74,22,5,33229.00,Low Income (<$50k),True,1467500.00
07YWG1852000,73,22,11,75366.00,Higher Income ($75k+),False,990300.00
07YYN2050000,75,22,6,88625.00,Higher Income ($75k+),False,1035600.00
07YZA2042000,83,21,13,80556.00,Higher Income ($75k+),False,
